,BOROUGH,NEIGHBORHOOD,BUILDING.CLASS.CATEGORY,ADDRESS,ZIP.CODE,LAND.SQUARE.FEET,SALE.PRICE,SALE.DATE,Latitude,Longtitude
1295,STATEN ISLAND,GREATKILLS,ONE FAMILY,199 KEEGANS LANE,10308,1548.0,426000,2016-08-15,40.54989665,-74.1374258127
1296,STATEN ISLAND,GREATKILLS,ONE FAMILY,186 MAYBURY AVENUE,10308,4000.0,430000,2015-12-16,40.54983145,-74.1393709421
1297,STATEN ISLAND,GREATKILLS,ONE FAMILY,3655 HYLAN BOULEVARD,10308,2800.0,390000,2016-01-11,40.54912885,-74.1383717328
1298,STATEN ISLAND,GREATKILLS,ONE FAMILY,40 FIELDWAY AVENUE,10308,4920.0,135000,2016-06-13,40.5511981,-74.1432071552
1299,STATEN ISLAND,GREATKILLS,ONE FAMILY,59 HIGHLAND ROAD,10308,7491.0,770000,2016-05-03,40.55046325,-74.1434624481
1300,STATEN ISLAND,GREATKILLS,ONE FAMILY,29 HIGHLAND ROAD,10308,6450.0,537000,2016-01-06,40.55122275,-74.1437887898
1301,STATEN ISLAND,GREATKILLS,ONE FAMILY,18 KING JAMES COURT,10308,3105.0,360000,2016-06-09,40.5484907,-74.142313572
1302,STATEN ISLAND,GREATKILLS,ONE FAMILY,264 GREENCROFT AVENUE,10308,2627.0,585000,2016-07-21,40.5478570323,-74.1407338065
1303,STATEN ISLAND,GREATKILLS,ONE FAMILY,3751 HYLAN BOULEVARD,10308,2599.0,487000,2016-03-23,40.5480884,-74.1392645
1304,STATEN ISLAND,GREATKILLS,ONE FAMILY,21 RAMBLE ROAD,10308,6300.0,590000,2016-03-11,40.55105945,-74.14721744
1305,STATEN ISLAND,GREATKILLS,ONE FAMILY,46 MIDLAND ROAD,10308,315.0,365400,2016-04-06,40.55003875,-74.1463534469
1306,STATEN ISLAND,GREATKILLS,ONE FAMILY,111 DENT ROAD,10308,8250.0,940000,2016-08-23,40.54894965,-74.1471152446
1307,STATEN ISLAND,GREATKILLS,ONE FAMILY,19 RUSTIC PLACE,10308,9844.0,750000,2016-07-19,40.5482695,-74.1452039538
1308,STATEN ISLAND,GREATKILLS,ONE FAMILY,18 COTTAGE AVENUE,10308,7500.0,1200000,2016-01-28,40.54635505,-74.1429777448
1309,STATEN ISLAND,GREATKILLS,ONE FAMILY,316 GREAT KILLS ROAD,10308,2580.0,380000,2016-07-25,40.54643515,-74.1417490172
1310,STATEN ISLAND,GREATKILLS,ONE FAMILY,74 CLEVELAND AVENUE,10308,3726.0,355000,2016-04-28,40.54900365,-74.1493057218
1311,STATEN ISLAND,GREATKILLS,ONE FAMILY,74 CLEVELAND AVENUE,10308,3726.0,200000,2015-11-02,40.54900365,-74.1493057218
1312,STATEN ISLAND,GREATKILLS,ONE FAMILY,85 NELSON AVENUE,10308,5825.0,425000,2016-01-15,40.547648,-74.1498189379
1313,STATEN ISLAND,GREATKILLS,ONE FAMILY,121 RUSTIC PLACE,10308,3125.0,385000,2015-11-30,40.54706285,-74.1487681669
1314,STATEN ISLAND,GREATKILLS,ONE FAMILY,141 NELSON AVENUE,10308,5500.0,520000,2016-05-18,40.54631825,-74.1490083265
1315,STATEN ISLAND,GREATKILLS,ONE FAMILY,90 GRANDVIEW TERRACE,10308,7916.0,590000,2016-03-24,40.54578985,-74.1482315719
1316,STATEN ISLAND,GREATKILLS,ONE FAMILY,200 CLEVELAND AVENUE,10308,3990.0,475000,2016-04-18,40.54571025,-74.1470707132
1317,STATEN ISLAND,GREATKILLS,ONE FAMILY,194 HILLSIDE TERRACE,10308,6825.0,705000,2016-07-19,40.5470308,-74.1453519544
1318,STATEN ISLAND,GREATKILLS,ONE FAMILY,721 DURANT AVENUE,10308,2275.0,353000,2015-11-05,40.54650255,-74.145499231
1319,STATEN ISLAND,GREATKILLS,ONE FAMILY,3867 HYLAN BOULEVARD,10308,4860.0,441000,2016-07-15,40.5452169,-74.1434366082
1320,STATEN ISLAND,GREATKILLS,ONE FAMILY,193 NELSON AVENUE,10308,4185.0,458200,2015-11-04,40.5448444,-74.1482395
1321,STATEN ISLAND,GREATKILLS,ONE FAMILY,5 NASH COURT,10308,2450.0,465000,2016-03-22,40.5451956,-74.1466156
1322,STATEN ISLAND,GREATKILLS,ONE FAMILY,17 FLORENCE STREET,10308,5400.0,480000,2016-04-29,40.5444444,-74.1462678877
1323,STATEN ISLAND,GREATKILLS,ONE FAMILY,268 CLEVELAND AVENUE,10308,3000.0,428000,2015-10-26,40.5443075,-74.1454450448
1324,STATEN ISLAND,GREATKILLS,ONE FAMILY,3941 HYLAN BOULEVARD,10308,13830.0,467500,2016-08-05,40.5436771,-74.1451017204
1325,STATEN ISLAND,GREATKILLS,ONE FAMILY,52 FLORENCE STREET,10308,3960.0,550000,2016-07-20,40.5436133,-74.14667365
1326,STATEN ISLAND,GREATKILLS,ONE FAMILY,70 FAIRLAWN LOOP,10308,1799.0,425000,2015-12-14,40.5470519,-74.1375038139
1327,STATEN ISLAND,GREATKILLS,ONE FAMILY,68 FAIRLAWN LOOP,10308,2031.0,430000,2015-12-14,40.5469679,-74.1374914999
1328,STATEN ISLAND,GREATKILLS,ONE FAMILY,15 WATERSIDE PARKWAY,10308,2600.0,445000,2015-10-16,40.54682405,-74.13978035
1329,STATEN ISLAND,GREATKILLS,ONE FAMILY,12 WATERSIDE PARKWAY,10308,5360.0,582500,2016-09-08,40.5466442,-74.14025915
1330,STATEN ISLAND,GREATKILLS,ONE FAMILY,10 MC KEE AVENUE,10308,5000.0,374166,2016-08-11,40.5455287,-74.1418882922
1331,STATEN ISLAND,GREATKILLS,ONE FAMILY,316 HILLSIDE TERRACE,10308,3750.0,346500,2015-12-29,40.5446978,-74.1420629
1332,STATEN ISLAND,GREATKILLS,ONE FAMILY,137 WHITMAN AVENUE,10308,6000.0,499999,2016-07-22,40.5441297,-74.1424193562
1333,STATEN ISLAND,GREATKILLS,ONE FAMILY,321 CLEVELAND AVENUE,10308,2820.0,540000,2016-09-12,40.5434497,-74.1434550714
1334,STATEN ISLAND,GREATKILLS,ONE FAMILY,320 CLEVELAND AVENUE,10308,4750.0,342500,2016-06-02,40.54340265,-74.1441349056
1335,STATEN ISLAND,GREATKILLS,ONE FAMILY,348 CLEVELAND AVENUE,10308,2881.0,395000,2016-03-24,40.5428274,-74.1433338098
1336,STATEN ISLAND,GREATKILLS,ONE FAMILY,51 ACKERMAN STREET,10308,2378.0,347500,2016-05-23,40.54208165,-74.14448915
1337,STATEN ISLAND,GREATKILLS,ONE FAMILY,59 ACKERMAN STREET,10308,2295.0,335000,2016-02-09,40.54197795,-74.1446544
1338,STATEN ISLAND,GREATKILLS,ONE FAMILY,1 MORRIS PLACE,10308,3040.0,460000,2016-07-06,40.5425144,-74.143300649
1339,STATEN ISLAND,GREATKILLS,ONE FAMILY,11 MORRIS PLACE,10308,3640.0,243800,2016-06-29,40.54238305,-74.1430782486
1340,STATEN ISLAND,GREATKILLS,ONE FAMILY,119 OAKDALE STREET,10308,3800.0,375000,2016-05-31,40.545559,-74.155913108
1341,STATEN ISLAND,GREATKILLS,ONE FAMILY,443 BEACH ROAD,10312,3500.0,442500,2015-11-12,40.54389415,-74.15872865
1342,STATEN ISLAND,GREATKILLS,ONE FAMILY,412 BEACH ROAD,10312,3800.0,360000,2016-01-20,40.54298895,-74.1584555447
1343,STATEN ISLAND,GREATKILLS,ONE FAMILY,451 WINCHESTER AVENUE,10312,3228.0,485500,2016-06-15,40.54267505,-74.160851564
1344,STATEN ISLAND,GREATKILLS,ONE FAMILY,429 WINCHESTER AVENUE,10312,5000.0,476000,2015-10-06,40.5420988,-74.1603053698
1345,STATEN ISLAND,GREATKILLS,ONE FAMILY,432 WINCHESTER AVENUE,10312,5250.0,435000,2016-01-15,40.5419667,-74.1608424383
1346,STATEN ISLAND,GREATKILLS,ONE FAMILY,392 WINCHESTER AVENUE,10312,4410.0,555000,2016-04-28,40.5410495,-74.159946001
1347,STATEN ISLAND,GREATKILLS,ONE FAMILY,308 RIDGECREST AVENUE,10312,6600.0,534900,2015-11-20,40.54102405,-74.1610781024
1348,STATEN ISLAND,GREATKILLS,ONE FAMILY,175 LINDENWOOD ROAD,10308,8000.0,523000,2016-02-23,40.546057,-74.1503711657
1349,STATEN ISLAND,GREATKILLS,ONE FAMILY,200 LINDENWOOD ROAD,10308,5000.0,455000,2016-07-15,40.54524765,-74.1504664
1350,STATEN ISLAND,GREATKILLS,ONE FAMILY,241 LINDENWOOD ROAD,10308,2880.0,427500,2016-03-30,40.5441894,-74.14967855
1351,STATEN ISLAND,GREATKILLS,ONE FAMILY,237 LINDENWOOD ROAD,10308,4840.0,490000,2015-12-18,40.5443147,-74.1496460855
1352,STATEN ISLAND,GREATKILLS,ONE FAMILY,81 HOLLY AVENUE,10308,4700.0,418000,2016-03-11,40.5455951,-74.1525104035
1353,STATEN ISLAND,GREATKILLS,ONE FAMILY,95 ACACIA AVENUE,10308,5700.0,624500,2016-04-08,40.5454049,-74.1534034623
1354,STATEN ISLAND,GREATKILLS,ONE FAMILY,119 ACACIA AVENUE,10308,3800.0,499000,2016-02-26,40.54592375,-74.1539312517
1355,STATEN ISLAND,GREATKILLS,ONE FAMILY,55 SYCAMORE STREET,10308,5700.0,470000,2016-03-10,40.544558,-74.1532208
1356,STATEN ISLAND,GREATKILLS,ONE FAMILY,89 RAMBLEWOOD AVENUE,10308,4750.0,499000,2016-07-19,40.54473415,-74.1539237571
1357,STATEN ISLAND,GREATKILLS,ONE FAMILY,100 RAMBLEWOOD AVENUE,10308,3800.0,540000,2016-04-13,40.54480595,-74.1545668877
1358,STATEN ISLAND,GREATKILLS,ONE FAMILY,48 ELMWOOD AVENUE,10308,3800.0,430000,2015-11-24,40.54264895,-74.154733314
1359,STATEN ISLAND,GREATKILLS,ONE FAMILY,348 ARMSTRONG AVENUE,10308,3600.0,325000,2016-04-07,40.5419452,-74.1551746545
1360,STATEN ISLAND,GREATKILLS,ONE FAMILY,319 ROBINSON AVENUE,10312,4750.0,415500,2015-10-08,40.54156715,-74.1552568058
1361,STATEN ISLAND,GREATKILLS,ONE FAMILY,352 ROBINSON AVENUE,10312,4750.0,450000,2016-07-19,40.5420903,-74.1564248405
1362,STATEN ISLAND,GREATKILLS,ONE FAMILY,352 WINCHESTER AVENUE,10312,4380.0,375000,2015-11-06,40.54012035,-74.1589731357
1363,STATEN ISLAND,GREATKILLS,ONE FAMILY,280 WINCHESTER AVENUE,10312,5292.0,375000,2016-04-27,40.53868365,-74.1575334603
1364,STATEN ISLAND,GREATKILLS,ONE FAMILY,191 RIDGECREST AVENUE,10312,3273.0,460000,2016-05-19,40.5384802,-74.1582912629
1365,STATEN ISLAND,GREATKILLS,ONE FAMILY,98 HILLCREST STREET,10308,6000.0,505000,2015-12-15,40.5424988,-74.1503991496
1366,STATEN ISLAND,GREATKILLS,ONE FAMILY,100 DAVID STREET,10308,2500.0,390000,2016-05-16,40.5417437,-74.1501306778
1367,STATEN ISLAND,GREATKILLS,ONE FAMILY,74 DRIGGS STREET,10308,4600.0,499000,2016-01-26,40.5415906,-74.1490228092
1368,STATEN ISLAND,GREATKILLS,ONE FAMILY,72 WIMAN AVENUE,10308,3042.0,270000,2016-06-01,40.54188665,-74.1481773046
1369,STATEN ISLAND,GREATKILLS,ONE FAMILY,146 KING STREET,10308,5200.0,440000,2016-01-15,40.53958605,-74.1503376484
1370,STATEN ISLAND,GREATKILLS,ONE FAMILY,142 KING STREET,10308,6466.0,460000,2016-04-22,40.5396931,-74.1502026382
1371,STATEN ISLAND,GREATKILLS,ONE FAMILY,28 WILLIAM AVENUE,10308,3320.0,360000,2016-04-04,40.53870985,-74.1504703
1372,STATEN ISLAND,GREATKILLS,ONE FAMILY,249 ARMSTRONG AVENUE,10308,2560.0,399800,2016-08-31,40.5400018,-74.1526681498
1373,STATEN ISLAND,GREATKILLS,ONE FAMILY,236 ARMSTRONG AVENUE,10308,4500.0,77000,2016-04-08,40.53962015,-74.1528961723
1374,STATEN ISLAND,GREATKILLS,ONE FAMILY,155 WINCHESTER AVENUE,10312,4500.0,355000,2016-03-04,40.53642155,-74.1538494595
1375,STATEN ISLAND,GREATKILLS,ONE FAMILY,71 RIDGECREST AVENUE,10312,8500.0,400000,2016-04-15,40.53627165,-74.1554226338
1376,STATEN ISLAND,GREATKILLS,ONE FAMILY,150 WINCHESTER AVENUE,10312,5000.0,470000,2016-08-10,40.5361078,-74.1541056793
1377,STATEN ISLAND,GREATKILLS,ONE FAMILY,116 WINCHESTER AVENUE,10312,2667.0,402500,2016-06-28,40.5355533,-74.15313255
1378,STATEN ISLAND,GREATKILLS,ONE FAMILY,114 WINCHESTER AVENUE,10312,2667.0,445000,2016-04-07,40.535525,-74.1530825168
1379,STATEN ISLAND,GREATKILLS,ONE FAMILY,38 RIDGECREST AVENUE,10312,6300.0,427000,2015-10-15,40.5353447,-74.1547189834
1380,STATEN ISLAND,GREATKILLS,ONE FAMILY,15 SWEETWATER AVENUE,10308,3240.0,248859,2016-03-21,40.54144735,-74.1456677782
1381,STATEN ISLAND,GREATKILLS,ONE FAMILY,26 DOCKSIDE LANE,10308,2052.0,530000,2016-07-29,40.54067895,-74.1443463557
1382,STATEN ISLAND,GREATKILLS,ONE FAMILY,209 WIMAN AVENUE,10308,5670.0,302100,2016-06-23,40.53945985,-74.1449227836
1383,STATEN ISLAND,GREATKILLS,ONE FAMILY,174 WIMAN AVENUE,10308,6750.0,451000,2015-11-13,40.5398126,-74.1461276781
1384,STATEN ISLAND,GREATKILLS,ONE FAMILY,200 WIMAN AVENUE,10308,3375.0,275000,2016-02-23,40.5392575,-74.1454776807
1385,STATEN ISLAND,GREATKILLS,ONE FAMILY,206 WIMAN AVENUE,10308,3375.0,169600,2016-06-28,40.5391702,-74.1453368311
1386,STATEN ISLAND,GREATKILLS,ONE FAMILY,236 WIMAN AVENUE,10308,3375.0,243749,2016-02-17,40.53863175,-74.1445184466
1387,STATEN ISLAND,GREATKILLS,ONE FAMILY,89 GOODALL STREET,10308,3375.0,569201,2016-02-29,40.5376665,-74.144395125
1388,STATEN ISLAND,GREATKILLS,ONE FAMILY,87 GOODALL STREET,10308,3375.0,569201,2016-03-04,40.5391058586,-74.146399404
1389,STATEN ISLAND,GREATKILLS,ONE FAMILY,77 GOODALL STREET,10308,3375.0,111300,2016-07-08,40.53856955,-74.1453737
1390,STATEN ISLAND,GREATKILLS,ONE FAMILY,77 GOODALL STREET,10308,3375.0,309640,2016-02-18,40.53856955,-74.1453737
1391,STATEN ISLAND,GREATKILLS,ONE FAMILY,6 GOODALL STREET,10308,2600.0,300000,2016-02-25,40.53967485,-74.147713483
1392,STATEN ISLAND,GREATKILLS,ONE FAMILY,48 GOODALL STREET,10308,3375.0,283000,2016-01-12,40.5389922,-74.1468011304
1393,STATEN ISLAND,GREATKILLS,ONE FAMILY,64 GOODALL STREET,10308,5400.0,405000,2016-02-18,40.5386372,-74.146275275
1394,STATEN ISLAND,GREATKILLS,ONE FAMILY,82 GOODALL STREET,10308,3375.0,460000,2016-07-19,40.5382354,-74.1458574422
1395,STATEN ISLAND,GREATKILLS,ONE FAMILY,212 TENNYSON DRIVE,10308,1938.0,315000,2016-06-08,40.53766055,-74.1450775
1396,STATEN ISLAND,GREATKILLS,ONE FAMILY,220 TENNYSON DRIVE,10308,5040.0,700000,2015-11-11,40.53752005,-74.1453112949
1397,STATEN ISLAND,GREATKILLS,ONE FAMILY,93 GLOVER STREET,10308,2970.0,193000,2016-06-17,40.5375087,-74.1456711
1398,STATEN ISLAND,GREATKILLS,ONE FAMILY,91 GLOVER STREET,10308,2970.0,349000,2016-01-07,40.5375468,-74.1457393176
1399,STATEN ISLAND,GREATKILLS,ONE FAMILY,128 GOODALL STREET,10308,6750.0,823280,2016-06-30,40.5374139,-74.1445806694
1400,STATEN ISLAND,GREATKILLS,ONE FAMILY,96 GLOVER STREET,10308,2500.0,84800,2016-07-19,40.53728775,-74.1460871824
1401,STATEN ISLAND,GREATKILLS,ONE FAMILY,40 HEINZ AVENUE,10308,2496.0,428000,2016-05-25,40.53770085,-74.1479707587
1402,STATEN ISLAND,GREATKILLS,ONE FAMILY,62 HEINZ AVENUE,10308,2670.0,469000,2016-08-09,40.53727145,-74.1473548
1403,STATEN ISLAND,GREATKILLS,ONE FAMILY,74 HEINZ AVENUE,10308,3393.0,430000,2016-04-28,40.5370393,-74.14703165
1404,STATEN ISLAND,GREATKILLS,ONE FAMILY,29 WALNUT AVENUE,10308,3450.0,372300,2015-12-11,40.53759255,-74.1484421134
1405,STATEN ISLAND,GREATKILLS,ONE FAMILY,81 ARMSTRONG AVENUE,10308,1701.0,345000,2016-04-20,40.5368832,-74.1481435
1406,STATEN ISLAND,GREATKILLS,ONE FAMILY,89 ARMSTRONG AVENUE,10308,1360.0,355000,2015-12-14,40.5370324,-74.1483932782
1407,STATEN ISLAND,GREATKILLS,ONE FAMILY,93 ARMSTRONG AVENUE,10308,2024.0,330000,2016-06-13,40.5370781,-74.1484862585
1408,STATEN ISLAND,GREATKILLS,ONE FAMILY,27 ROBINSON AVENUE,10312,1275.0,335000,2016-01-11,40.5360653,-74.1480889
1409,STATEN ISLAND,GREATKILLS,ONE FAMILY,83 ROBINSON AVENUE,10312,1169.0,335000,2015-12-17,40.5369602,-74.1496270797
1410,STATEN ISLAND,GREATKILLS,ONE FAMILY,48 ROBINSON AVENUE,10312,2125.0,339000,2016-07-15,40.5361331,-74.1489405913
1411,STATEN ISLAND,GREATKILLS,ONE FAMILY,46 ROBINSON AVENUE,10312,3400.0,385000,2016-08-17,40.5360759,-74.1488442964
1412,STATEN ISLAND,GREATKILLS,ONE FAMILY,46 ROBINSON AVENUE,10312,3400.0,407162,2016-01-27,40.5360759,-74.1488442964
1413,STATEN ISLAND,GREATKILLS,ONE FAMILY,27 GROTON STREET,10312,2376.0,415000,2016-01-25,40.5355938,-74.1485948033
1414,STATEN ISLAND,GREATKILLS,ONE FAMILY,55 GROTON STREET,10312,3400.0,375000,2016-05-18,40.5359887,-74.1492981447
1415,STATEN ISLAND,GREATKILLS,ONE FAMILY,77 LITTLEFIELD AVENUE,10312,2380.0,389900,2016-05-27,40.5359842,-74.1505914
1416,STATEN ISLAND,GREATKILLS,ONE FAMILY,56 LITTLEFIELD AVENUE,10312,2448.0,370000,2015-12-02,40.5353608,-74.1502284331
1417,STATEN ISLAND,GREATKILLS,ONE FAMILY,55 THORNYCROFT AVENUE,10312,2380.0,348448,2015-11-24,40.53517465,-74.150473333
1418,STATEN ISLAND,GREATKILLS,ONE FAMILY,57 THORNYCROFT AVENUE,10312,2380.0,455000,2016-09-01,40.53519825,-74.1505507901
1419,STATEN ISLAND,GREATKILLS,ONE FAMILY,75 THORNYCROFT AVENUE,10312,2125.0,460000,2016-06-15,40.5354626,-74.1509882338
1420,STATEN ISLAND,GREATKILLS,ONE FAMILY,61 WINCHESTER AVENUE,10312,2380.0,445000,2016-06-22,40.5347183,-74.1510110334
1421,STATEN ISLAND,GREATKILLS,ONE FAMILY,46 RHETT AVENUE,10308,2500.0,395000,2016-03-28,40.5518969,-74.15190825
1422,STATEN ISLAND,GREATKILLS,ONE FAMILY,311 DEWEY AVENUE,10308,10875.0,630000,2016-04-19,40.5540636,-74.1535719384
1423,STATEN ISLAND,GREATKILLS,ONE FAMILY,74 WOODLAND AVENUE,10308,6210.0,375000,2015-10-06,40.55439165,-74.1545606259
1424,STATEN ISLAND,GREATKILLS,ONE FAMILY,227 ELVERTON AVENUE,10308,2400.0,373000,2015-12-30,40.5553557,-74.1539593956
1425,STATEN ISLAND,GREATKILLS,ONE FAMILY,88 STIEG AVENUE,10308,2300.0,422900,2016-03-01,40.5568182,-74.154185248
1426,STATEN ISLAND,GREATKILLS,ONE FAMILY,126 STIEG AVENUE,10308,3100.0,495000,2016-01-19,40.55581345,-74.1537701578
1427,STATEN ISLAND,GREATKILLS,ONE FAMILY,115 STIEG AVENUE,10308,4000.0,680000,2016-05-02,40.5562568,-74.1533909577
1428,STATEN ISLAND,GREATKILLS,ONE FAMILY,344 ELVERTON AVENUE,10308,4000.0,530000,2016-08-22,40.55808315,-74.1557477617
1429,STATEN ISLAND,GREATKILLS,ONE FAMILY,403 ELVERTON AVENUE,10308,2500.0,521250,2015-10-21,40.5597722,-74.1559677738
1430,STATEN ISLAND,GREATKILLS,ONE FAMILY,35 ERIC LANE,10308,735.0,288400,2015-12-23,40.56096255,-74.1551599022
1431,STATEN ISLAND,GREATKILLS,ONE FAMILY,36 LEXINGTON LANE,10308,1088.0,382500,2016-07-28,40.55993145,-74.1558004
1432,STATEN ISLAND,GREATKILLS,ONE FAMILY,38 ERIC LANE,10308,896.0,290705,2016-04-04,40.5606045,-74.1552465925
1433,STATEN ISLAND,GREATKILLS,ONE FAMILY,402 ELVERTON AVENUE,10308,3000.0,470000,2016-06-13,40.55960795,-74.1564043741
1434,STATEN ISLAND,GREATKILLS,ONE FAMILY,440 DOANE AVENUE,10308,3000.0,425000,2016-08-10,40.56052145,-74.1578010972
1435,STATEN ISLAND,GREATKILLS,ONE FAMILY,442 ARTHUR KILL ROAD,10308,5240.0,430000,2016-06-22,40.5633448,-74.1558800649
1436,STATEN ISLAND,GREATKILLS,ONE FAMILY,8 WILSON AVENUE,10308,2465.0,400000,2016-03-30,40.5500675,-74.1544097177
1437,STATEN ISLAND,GREATKILLS,ONE FAMILY,20 COLON AVENUE,10308,4864.0,300000,2016-03-10,40.54970295,-74.1541052502
1438,STATEN ISLAND,GREATKILLS,ONE FAMILY,1 WILSON AVENUE,10308,2759.0,400000,2015-11-24,40.55049745,-74.154351902
1439,STATEN ISLAND,GREATKILLS,ONE FAMILY,77 ABINGDON AVENUE,10308,2500.0,457500,2016-06-22,40.5513162,-74.15612055
1440,STATEN ISLAND,GREATKILLS,ONE FAMILY,88 COLON AVENUE,10308,3840.0,455000,2016-05-18,40.55128045,-74.1547103374
1441,STATEN ISLAND,GREATKILLS,ONE FAMILY,141 ABINGDON AVENUE,10308,4000.0,583200,2016-06-17,40.55305165,-74.1569190944
1442,STATEN ISLAND,GREATKILLS,ONE FAMILY,182 COLON AVENUE,10308,4000.0,424000,2016-08-19,40.5537225,-74.1559465
1443,STATEN ISLAND,GREATKILLS,ONE FAMILY,364 LEVERETT AVENUE,10308,6600.0,560000,2016-03-01,40.5559832,-74.1580310924
1444,STATEN ISLAND,GREATKILLS,ONE FAMILY,295 ABINGDON AVENUE,10308,2400.0,440000,2016-03-18,40.55686395,-74.1586364
1445,STATEN ISLAND,GREATKILLS,ONE FAMILY,297 ABINGDON AVENUE,10308,2424.0,500000,2016-07-12,40.5569464,-74.15868225
1446,STATEN ISLAND,GREATKILLS,ONE FAMILY,299 ABINGDON AVENUE,10308,2424.0,450000,2016-07-21,40.55698935,-74.1586918
1447,STATEN ISLAND,GREATKILLS,ONE FAMILY,309 ABINGDON AVENUE,10308,2424.0,312500,2016-06-03,40.5572427,-74.1588012973
1448,STATEN ISLAND,GREATKILLS,ONE FAMILY,296 COLON AVENUE,10308,4200.0,538000,2016-04-15,40.55665695,-74.1571580155
1449,STATEN ISLAND,GREATKILLS,ONE FAMILY,416 COLON AVENUE,10308,2121.0,395000,2016-04-21,40.559787,-74.15850235
1450,STATEN ISLAND,GREATKILLS,ONE FAMILY,408 COLON AVENUE,10308,2121.0,425000,2016-06-09,40.5595669,-74.15840665
1451,STATEN ISLAND,GREATKILLS,ONE FAMILY,349 BROOKFIELD AVENUE,10308,2121.0,435000,2016-07-01,40.56017335,-74.1591064979
1452,STATEN ISLAND,GREATKILLS,ONE FAMILY,384 BROOKFIELD AVENUE,10308,2100.0,387500,2016-03-09,40.5610129,-74.16001005
1453,STATEN ISLAND,GREATKILLS,ONE FAMILY,399 BROOKFIELD AVENUE,10308,3000.0,485000,2016-01-12,40.5615451,-74.1597316813
1454,STATEN ISLAND,GREATKILLS,ONE FAMILY,122 WILSON AVENUE,10308,2573.0,435000,2016-04-18,40.5483245,-74.157873348
1455,STATEN ISLAND,GREATKILLS,ONE FAMILY,78 NOTRE DAME AVENUE,10308,3895.0,490000,2016-03-04,40.54978345,-74.1573316895
1456,STATEN ISLAND,GREATKILLS,ONE FAMILY,65 WILSON AVENUE,10308,7074.0,410000,2016-04-25,40.5496346,-74.1561523288
1457,STATEN ISLAND,GREATKILLS,ONE FAMILY,15 ESCANABA AVENUE,10308,4000.0,405000,2016-08-25,40.5486506,-74.1590711041
1458,STATEN ISLAND,GREATKILLS,ONE FAMILY,203 LAMOKA AVENUE,10308,4000.0,569000,2016-02-18,40.5503283,-74.1576592309
1459,STATEN ISLAND,GREATKILLS,ONE FAMILY,322 KATAN AVENUE,10308,4982.0,499000,2016-06-29,40.55174265,-74.1568312
1460,STATEN ISLAND,GREATKILLS,ONE FAMILY,351 KATAN AVENUE,10308,4141.0,570000,2015-12-21,40.55202975,-74.1580569849
1461,STATEN ISLAND,GREATKILLS,ONE FAMILY,5 EAST FIGUREA AVENUE,10308,4343.0,462000,2015-10-02,40.55284165,-74.1573251951
1462,STATEN ISLAND,GREATKILLS,ONE FAMILY,72 GENESEE AVENUE,10308,4000.0,615000,2016-04-18,40.5537728,-74.1582520852
1463,STATEN ISLAND,GREATKILLS,ONE FAMILY,20 EAST STROUD AVENUE,10308,4000.0,629000,2016-07-01,40.5551379,-74.1590155288
1464,STATEN ISLAND,GREATKILLS,ONE FAMILY,8 EAST READING AVENUE,10308,2304.0,370000,2016-01-15,40.55659835,-74.15920025
1465,STATEN ISLAND,GREATKILLS,ONE FAMILY,383 LEVERETT AVENUE,10308,3328.0,415000,2016-05-03,40.5563247,-74.1589376
1466,STATEN ISLAND,GREATKILLS,ONE FAMILY,407 LEVERETT AVENUE,10308,2288.0,405000,2015-10-13,40.55620145,-74.1598791
1467,STATEN ISLAND,GREATKILLS,ONE FAMILY,419 LEVERETT AVENUE,10308,2288.0,390000,2015-11-12,40.55615135,-74.160239
1468,STATEN ISLAND,GREATKILLS,ONE FAMILY,18 EAST BRANDIS AVENUE,10308,2500.0,525000,2016-04-18,40.55928315,-74.1609908554
1469,STATEN ISLAND,GREATKILLS,ONE FAMILY,11 EAST MACON AVENUE,10308,2500.0,400000,2016-02-05,40.5590317,-74.1604174274
1470,STATEN ISLAND,GREATKILLS,ONE FAMILY,386 GURLEY AVENUE,10308,2500.0,452000,2016-03-07,40.5599058,-74.1618195
1471,STATEN ISLAND,GREATKILLS,ONE FAMILY,380 GURLEY AVENUE,10308,2500.0,523000,2016-08-02,40.55992375,-74.161647
1472,STATEN ISLAND,GREATKILLS,ONE FAMILY,19 EAST BRANDIS AVENUE,10308,2500.0,472000,2016-08-09,40.5596845,-74.16100135
1473,STATEN ISLAND,GREATKILLS,ONE FAMILY,8 LENNON COURT,10308,4515.0,420000,2016-02-05,40.56087195,-74.16203655
1474,STATEN ISLAND,GREATKILLS,ONE FAMILY,40 ABINGDON COURT,10308,1734.0,410000,2016-09-06,40.5606765,-74.1614984053
1475,STATEN ISLAND,GREATKILLS,ONE FAMILY,48 ABINGDON COURT,10308,1734.0,385000,2016-01-15,40.56066055,-74.161619
1476,STATEN ISLAND,GREATKILLS,ONE FAMILY,122 DEMOPOLIS AVENUE,10308,2500.0,332500,2015-12-21,40.5478824,-74.1611496968
1477,STATEN ISLAND,GREATKILLS,ONE FAMILY,21 GIL COURT,10312,753.0,360000,2016-08-12,40.5474685,-74.1626752551
1478,STATEN ISLAND,GREATKILLS,ONE FAMILY,422 KATAN AVENUE,10308,2727.0,465000,2016-05-12,40.55129105,-74.16046745
1479,STATEN ISLAND,GREATKILLS,ONE FAMILY,337 CORTELYOU AVENUE,10312,2600.0,430000,2015-11-05,40.5509733,-74.1622487031
